REG;DEP;DEPCOM;DCIRIS;AN;TYPEQU;CANT;INT;RPIC;CL_PELEM;CL_PGE;EP;SECT;NB_EQUIP
76;30;30189;30189_0604;2018;C409;X;X;X;X;X;X;PR;1
76;30;30189;30189_0704;2018;C409;X;X;X;X;X;X;PR;1
76;30;30189;30189_1103;2018;C409;X;X;X;X;X;X;PR;1
76;30;30189;30189_0801;2018;C501;X;X;X;X;X;X;PU;1
76;30;30189;30189_1403;2018;C501;X;X;X;X;X;X;PU;1
76;30;30189;30189_0401;2018;C502;X;X;X;X;X;X;PU;2
76;30;30189;30189_1101;2018;C502;X;X;X;X;X;X;PU;1
76;30;30189;30189_1403;2018;C502;X;X;X;X;X;X;PU;1
76;30;30189;30189_0704;2018;C503;X;X;X;X;X;X;PR;1
76;30;30189;30189_0704;2018;C503;X;X;X;X;X;X;PU;1
76;30;30189;30189_0704;2018;C504;X;X;X;X;X;X;PR;1
76;30;30189;30189_0401;2018;C509;X;X;X;X;X;X;PU;4
76;30;30189;30189_0704;2018;C509;X;X;X;X;X;X;PU;1
76;30;30189;30189_0204;2018;C601;X;X;X;X;X;X;PU;1
76;30;30189;30189_0502;2018;C601;X;X;X;X;X;X;PR;1
76;30;30189;30189_0705;2018;C601;X;X;X;X;X;X;PR;1
76;30;30189;30189_1101;2018;C601;X;X;X;X;X;X;PR;1
76;30;30189;30189_0204;2018;C602;X;X;X;X;X;X;PU;1
76;30;30189;30189_0708;2018;C603;X;X;X;X;X;X;PR;1
76;30;30189;30189_0708;2018;C605;X;1;X;X;X;X;PR;1
76;30;30189;30189_0202;2018;C609;X;X;X;X;X;X;PR;1
76;30;30189;30189_0704;2018;C609;X;X;X;X;X;X;PR;2
76;30;30189;30189_0401;2018;C701;X;X;X;X;X;X;PU;1
76;30;30189;30189_0602;2018;C701;X;X;X;X;X;X;PU;1
76;30;30189;30189_0904;2018;C701;X;X;X;X;X;X;PU;1
76;30;30189;30189_1401;2018;C701;X;X;X;X;X;X;PU;1
76;30;30189;30189_1403;2018;C701;X;X;X;X;X;X;PU;1
76;30;30189;30189_0401;2018;C702;X;X;X;X;X;X;PU;1
76;30;30189;30189_0403;2018;C702;X;X;X;X;X;X;PU;1
76;30;30189;30189_0702;2018;C702;X;X;X;X;X;X;PU;1
76;30;30189;30189_0801;2018;C702;X;X;X;X;X;X;PU;1
76;30;30189;30189_1101;2018;C702;X;X;X;X;X;X;PU;2
76;30;30189;30189_1401;2018;C702;X;X;X;X;X;X;PU;1
76;30;30189;30189_1403;2018;C702;X;X;X;X;X;X;PU;1
76;30;30190;30190;2018;C104;0;X;0;1;X;0;PU;1
76;30;30191;30191;2018;C104;0;X;0;1;X;0;PU;1
76;30;30196;30196;2018;C105;0;X;X;0;X;0;PU;1
76;30;30198;30198;2018;C105;0;X;X;0;X;0;PU;1
76;30;30200;30200;2018;C104;0;X;0;1;X;0;PU;1
76;30;30202;30202_0101;2018;C101;0;X;0;X;X;0;PU;1
76;30;30202;30202_0101;2018;C101;1;X;0;X;X;0;PU;1
76;30;30202;30202_0104;2018;C101;0;X;0;X;X;0;PU;1
76;30;30202;30202_0101;2018;C104;1;X;0;0;X;0;PU;1
76;30;30202;30202_0101;2018;C104;1;X;0;1;X;0;PR;1
76;30;30202;30202_0104;2018;C104;0;X;0;0;X;0;PU;1
76;30;30202;30202_0104;2018;C104;1;X;0;0;X;0;PU;1
76;30;30202;30202_0102;2018;C201;1;0;X;X;X;0;PR;1
76;30;30202;30202_0103;2018;C201;1;0;X;X;X;0;PU;1
76;30;30203;30203;2018;C105;0;X;X;0;X;0;PU;1
76;30;30206;30206;2018;C101;1;X;0;X;X;0;PU;1
76;30;30206;30206;2018;C104;0;X;0;0;X;0;PU;1
76;30;30207;30207;2018;C105;0;X;X;1;X;0;PU;1
76;30;30209;30209;2018;C101;0;X;0;X;X;0;PU;1
76;30;30209;30209;2018;C104;0;X;0;0;X;0;PU;1
76;30;30210;30210;2018;C101;0;X;0;X;X;0;PU;1
76;30;30210;30210;2018;C104;1;X;0;0;X;0;PU;1
76;30;30210;30210;2018;C201;1;0;X;X;X;0;PU;1
76;30;30211;30211;2018;C101;0;X;0;X;X;0;PU;1
76;30;30211;30211;2018;C104;0;X;0;0;X;0;PU;1
76;30;30212;30212;2018;C101;0;X;0;X;X;0;PU;1
76;30;30212;30212;2018;C104;0;X;0;0;X;0;PU;1
76;30;30212;30212;2018;C201;1;0;X;X;X;0;PU;1
76;30;30214;30214;2018;C104;1;X;0;1;X;0;PU;1
76;30;30216;30216;2018;C104;1;X;0;1;X;0;PU;1
76;30;30217;30217_0101;2018;C101;0;X;0;X;X;0;PU;1
76;30;30217;30217_0101;2018;C104;1;X;0;0;X;0;PU;2
76;30;30217;30217_0101;2018;C104;1;X;0;1;X;0;PR;1
76;30;30217;30217_0101;2018;C201;1;0;X;X;X;0;PU;1
76;30;30221;30221_0101;2018;C101;1;X;0;X;X;0;PU;1
76;30;30221;30221_0101;2018;C104;1;X;0;0;X;0;PU;1
76;30;30221;30221_0102;2018;C201;1;0;X;X;X;0;PU;1
76;30;30223;30223;2018;C101;1;X;0;X;X;0;PU;1
76;30;30223;30223;2018;C104;1;X;0;0;X;0;PU;1
76;30;30224;30224;2018;C105;0;X;X;1;X;0;PU;1
76;30;30225;30225;2018;C104;0;X;0;1;X;0;PU;1
76;30;30226;30226;2018;C104;1;X;0;1;X;0;PU;1
76;30;30227;30227;2018;C101;1;X;0;X;X;0;PU;1
76;30;30227;30227;2018;C104;1;X;0;0;X;0;PU;1
76;30;30227;30227;2018;C104;1;X;0;1;X;0;PR;1
76;30;30227;30227;2018;C201;1;0;X;X;X;0;PR;1
76;30;30227;30227;2018;C201;1;0;X;X;X;0;PU;1
76;30;30228;30228;2018;C104;1;X;0;1;X;0;PU;1
76;30;30229;30229;2018;C101;0;X;0;X;X;0;PU;1
76;30;30229;30229;2018;C104;1;X;0;0;X;0;PU;1
76;30;30231;30231;2018;C105;1;X;X;0;X;0;PU;1
76;30;30232;30232;2018;C104;0;X;0;1;X;0;PU;1
76;30;30233;30233;2018;C105;0;X;X;0;X;0;PU;1
76;30;30234;30234;2018;C105;0;X;X;0;X;0;PU;1
76;30;30235;30235;2018;C104;0;X;0;1;X;0;PU;1
76;30;30237;30237;2018;C104;0;X;0;0;X;0;PU;1
76;30;30239;30239;2018;C104;0;X;0;0;X;0;PU;1
76;30;30240;30240;2018;C105;0;X;X;0;X;0;PU;1
76;30;30241;30241;2018;C101;0;X;0;X;X;0;PU;1
76;30;30241;30241;2018;C104;0;X;0;0;X;0;PU;1
76;30;30243;30243_0101;2018;C101;1;X;0;X;X;0;PU;1
76;30;30243;30243_0102;2018;C101;1;X;0;X;X;1;PU;1
76;30;30243;30243_0101;2018;C104;1;X;0;0;X;0;PU;1
76;30;30243;30243_0101;2018;C104;1;X;0;1;X;0;PR;1
76;30;30243;30243_0102;2018;C104;1;X;0;0;X;1;PU;1
76;30;30243;30243_0102;2018;C301;1;1;X;X;0;0;PU;1
76;30;30243;30243_0101;2018;C302;0;0;X;X;0;0;PR;1
76;30;30243;30243_0102;2018;C305;;;X;X;X;X;PU;1
76;30;30245;30245;2018;C104;0;X;0;1;X;0;PU;1
76;30;30248;30248;2018;C105;0;X;X;0;X;0;PU;1
76;30;30249;30249;2018;C105;0;X;X;1;X;0;PU;1
76;30;30250;30250;2018;C105;0;X;X;0;X;0;PU;1
76;30;30251;30251;2018;C104;0;X;0;1;X;0;PU;1
76;30;30253;30253;2018;C104;1;X;0;1;X;0;PU;1
76;30;30254;30254;2018;C101;0;X;0;X;X;0;PU;1
76;30;30254;30254;2018;C104;0;X;0;0;X;0;PU;1
76;30;30255;30255;2018;C101;0;X;0;X;X;0;PU;1
76;30;30255;30255;2018;C104;0;X;0;0;X;0;PU;1
76;30;30255;30255;2018;C201;1;0;X;X;X;0;PU;1
76;30;30256;30256;2018;C104;0;X;0;1;X;0;PU;1
76;30;30257;30257;2018;C101;0;X;0;X;X;0;PU;1
76;30;30257;30257;2018;C104;0;X;0;0;X;0;PU;1
76;30;30258;30258_0103;2018;C101;0;X;0;X;X;1;PU;1
76;30;30258;30258_0105;2018;C101;1;X;0;X;X;1;PU;3
76;30;30258;30258_0101;2018;C104;1;X;0;0;X;1;PU;2
76;30;30258;30258_0104;2018;C104;1;X;0;1;X;1;PU;1
76;30;30258;30258_0105;2018;C104;1;X;0;0;X;1;PU;1
76;30;30258;30258_0105;2018;C104;1;X;0;1;X;0;PR;1
76;30;30258;30258_0103;2018;C201;1;0;X;X;X;1;PU;1
76;30;30259;30259;2018;C101;0;X;0;X;X;0;PU;1
76;30;30259;30259;2018;C104;0;X;0;0;X;0;PU;2
76;30;30260;30260;2018;C104;0;X;0;1;X;0;PU;1
76;30;30261;30261;2018;C102;0;X;X;X;X;0;PU;1
76;30;30263;30263;2018;C101;1;X;0;X;X;0;PU;1
76;30;30263;30263;2018;C104;1;X;0;0;X;0;PR;1
76;30;30263;30263;2018;C104;1;X;0;0;X;0;PU;1
76;30;30263;30263;2018;C201;1;0;X;X;X;0;PU;1
76;30;30263;30263;2018;C301;1;1;X;X;0;0;PR;1
76;30;30263;30263;2018;C605;X;1;X;X;X;X;PR;1
76;30;30264;30264;2018;C102;0;X;X;X;X;0;PU;1
76;30;30266;30266;2018;C104;1;X;0;1;X;0;PU;1
76;30;30267;30267;2018;C105;0;X;X;0;X;0;PU;1
76;30;30268;30268;2018;C104;0;X;0;1;X;0;PU;1
76;30;30269;30269;2018;C101;0;X;0;X;X;0;PU;1
76;30;30269;30269;2018;C104;1;X;0;0;X;0;PU;1
76;30;30269;30269;2018;C201;1;0;X;X;X;0;PU;1
76;30;30269;30269;2018;C302;1;1;X;X;0;0;PU;1
76;30;30270;30270;2018;C104;1;X;0;1;X;0;PU;1
76;30;30271;30271;2018;C104;0;X;0;1;X;0;PU;1
76;30;30273;30273;2018;C104;1;X;0;1;X;0;PU;1
76;30;30274;30274;2018;C101;0;X;0;X;X;0;PU;1
76;30;30274;30274;2018;C104;1;X;0;0;X;0;PU;1
76;30;30275;30275;2018;C105;0;X;X;0;X;0;PU;1
76;30;30276;30276;2018;C101;0;X;0;X;X;0;PU;1
76;30;30276;30276;2018;C104;0;X;0;0;X;0;PU;1
76;30;30278;30278;2018;C101;0;X;0;X;X;0;PU;1
76;30;30278;30278;2018;C104;0;X;0;0;X;0;PU;1
76;30;30279;30279;2018;C105;0;X;X;1;X;0;PU;1
76;30;30280;30280;2018;C104;0;X;0;0;X;0;PU;1
76;30;30281;30281;2018;C101;0;X;0;X;X;0;PU;1
76;30;30281;30281;2018;C104;0;X;0;0;X;0;PU;1
76;30;30282;30282;2018;C104;0;X;0;1;X;0;PU;1
76;30;30284;30284_0102;2018;C101;0;X;0;X;X;0;PU;1
76;30;30284;30284_0101;2018;C104;1;X;0;1;X;0;PU;1
76;30;30284;30284_0102;2018;C104;0;X;0;0;X;0;PU;1
76;30;30284;30284_0102;2018;C104;1;X;0;0;X;0;PR;1
76;30;30284;30284_0101;2018;C409;X;X;X;X;X;X;PR;1
76;30;30285;30285;2018;C102;0;X;X;X;X;0;PU;1
76;30;30286;30286;2018;C104;0;X;0;1;X;0;PU;1
76;30;30287;30287;2018;C104;1;X;0;1;X;0;PU;1
76;30;30288;30288;2018;C104;0;X;0;1;X;0;PU;1
76;30;30290;30290;2018;C104;1;X;0;1;X;0;PU;1
76;30;30292;30292;2018;C102;0;X;X;X;X;0;PU;1
76;30;30294;30294_0101;2018;C104;0;X;0;1;X;0;PU;2
76;30;30294;30294_0102;2018;C104;0;X;0;1;X;0;PU;1
76;30;30295;30295;2018;C101;1;X;0;X;X;0;PU;1
76;30;30295;30295;2018;C104;1;X;0;0;X;0;PU;1
76;30;30295;30295;2018;C104;1;X;0;1;X;0;PR;1
76;30;30297;30297;2018;C104;0;X;0;0;X;0;PU;1
76;30;30298;30298;2018;C105;1;X;X;0;X;0;PU;1
76;30;30299;30299;2018;C104;0;X;0;1;X;0;PU;1
76;30;30300;30300;2018;C102;0;X;X;X;X;0;PU;1
76;30;30301;30301;2018;C105;0;X;X;0;X;0;PU;1
76;30;30302;30302;2018;C104;0;X;0;1;X;0;PU;1
76;30;30303;30303;2018;C104;1;X;0;1;X;0;PU;1
76;30;30305;30305;2018;C101;1;X;0;X;X;0;PU;1
76;30;30305;30305;2018;C104;1;X;0;0;X;0;PU;1
76;30;30305;30305;2018;C201;1;0;X;X;X;0;PU;1
76;30;30307;30307;2018;C101;0;X;0;X;X;0;PU;1
76;30;30307;30307;2018;C104;1;X;0;0;X;0;PU;1
76;30;30308;30308;2018;C104;1;X;0;1;X;0;PU;1
76;30;30310;30310;2018;C102;0;X;X;X;X;0;PU;1
76;30;30311;30311;2018;C101;1;X;0;X;X;0;PU;1
76;30;30311;30311;2018;C104;0;X;0;1;X;0;PR;1
76;30;30311;30311;2018;C104;1;X;0;0;X;0;PU;1
76;30;30312;30312;2018;C101;0;X;0;X;X;0;PU;1
76;30;30312;30312;2018;C104;0;X;0;0;X;0;PU;1
76;30;30313;30313;2018;C104;0;X;1;1;X;0;PU;1
76;30;30314;30314;2018;C105;0;X;X;0;X;0;PU;1
76;30;30315;30315;2018;C104;0;X;0;1;X;0;PU;1
76;30;30317;30317;2018;C101;1;X;0;X;X;0;PU;1
76;30;30317;30317;2018;C104;1;X;0;0;X;0;PU;1
76;30;30319;30319;2018;C104;0;X;0;1;X;0;PU;1
76;30;30320;30320;2018;C105;0;X;X;0;X;0;PU;1
76;30;30321;30321;2018;C104;1;X;0;1;X;0;PR;1
76;30;30321;30321;2018;C104;1;X;0;1;X;0;PU;2
76;30;30321;30321;2018;C201;1;0;X;X;X;0;PR;1
76;30;30321;30321;2018;C201;1;0;X;X;X;0;PU;1
76;30;30322;30322;2018;C104;1;X;0;0;X;0;PU;1
76;30;30324;30324;2018;C104;0;X;0;1;X;0;PU;1
76;30;30325;30325;2018;C104;0;X;0;0;X;0;PR;1
76;30;30325;30325;2018;C104;1;X;0;1;X;0;PU;1
76;30;30326;30326;2018;C101;0;X;0;X;X;0;PU;1
76;30;30326;30326;2018;C104;0;X;0;0;X;0;PU;1
76;30;30328;30328;2018;C104;1;X;0;1;X;0;PU;1
76;30;30329;30329;2018;C104;1;X;0;1;X;0;PU;1
76;30;30330;30330;2018;C105;1;X;X;1;X;0;PU;1
76;30;30331;30331;2018;C104;1;X;0;1;X;0;PU;1
76;30;30332;30332;2018;C102;0;X;X;X;X;0;PU;1
76;30;30333;30333;2018;C101;0;X;0;X;X;0;PU;1
76;30;30333;30333;2018;C104;0;X;0;0;X;0;PU;1
76;30;30334;30334_0102;2018;C101;1;X;0;X;X;0;PU;1
76;30;30334;30334_0103;2018;C101;0;X;0;X;X;0;PU;1
76;30;30334;30334_0101;2018;C104;1;X;0;1;X;0;PR;1
76;30;30334;30334_0102;2018;C104;1;X;0;0;X;0;PU;1
76;30;30334;30334_0102;2018;C201;1;0;X;X;X;0;PU;1
76;30;30334;30334_0103;2018;C201;1;0;X;X;X;0;PR;1
76;30;30334;30334_0103;2018;C201;1;0;X;X;X;0;PU;1
76;30;30334;30334_0101;2018;C301;1;1;X;X;0;0;PU;1
76;30;30334;30334_0102;2018;C301;1;1;X;X;0;0;PR;1
76;30;30334;30334_0101;2018;C302;1;1;X;X;0;0;PU;1
76;30;30334;30334_0104;2018;C303;X;1;X;X;0;X;PR;1
76;30;30336;30336;2018;C104;0;X;0;1;X;0;PU;1
76;30;30337;30337;2018;C104;0;X;1;1;X;0;PU;1
76;30;30339;30339;2018;C104;0;X;0;1;X;0;PU;1
76;30;30340;30340;2018;C105;0;X;X;0;X;0;PU;1
76;30;30341;30341_0101;2018;C101;1;X;0;X;X;0;PU;1
76;30;30341;30341_0103;2018;C101;1;X;0;X;X;0;PU;1
76;30;30341;30341_0104;2018;C101;1;X;0;X;X;0;PU;1
76;30;30341;30341_0101;2018;C104;1;X;0;1;X;0;PU;2
76;30;30341;30341_0102;2018;C104;1;X;0;1;X;0;PR;1
76;30;30341;30341_0104;2018;C104;1;X;0;0;X;0;PU;1
76;30;30341;30341_0105;2018;C104;1;X;0;0;X;0;PU;2
76;30;30341;30341_0103;2018;C201;1;0;X;X;X;0;PU;1
76;30;30341;30341_0103;2018;C603;X;X;X;X;X;X;PU;1
76;30;30342;30342;2018;C104;1;X;0;1;X;0;PU;1
76;30;30343;30343;2018;C104;0;X;0;1;X;0;PU;1
76;30;30344;30344;2018;C101;0;X;0;X;X;0;PU;1
76;30;30344;30344;2018;C104;1;X;0;0;X;0;PU;1
76;30;30344;30344;2018;C104;1;X;0;1;X;0;PR;1
76;30;30344;30344;2018;C201;1;0;X;X;X;0;PU;1
76;30;30345;30345;2018;C105;0;X;X;0;X;0;PU;1
76;30;30346;30346;2018;C101;0;X;0;X;X;0;PU;1
76;30;30346;30346;2018;C104;0;X;0;0;X;0;PU;1
76;30;30347;30347;2018;C101;0;X;0;X;X;0;PU;1
76;30;30347;30347;2018;C104;0;X;0;0;X;0;PU;1
76;30;30347;30347;2018;C201;1;0;X;X;X;0;PR;1
76;30;30347;30347;2018;C303;X;1;X;X;0;X;PR;1
76;30;30348;30348;2018;C101;1;X;0;X;X;0;PU;1
76;30;30348;30348;2018;C104;1;X;0;0;X;0;PU;1
76;30;30348;30348;2018;C201;1;0;X;X;X;0;PR;1
76;30;30348;30348;2018;C302;1;0;X;X;0;0;PR;1
76;30;30348;30348;2018;C303;X;1;X;X;0;X;PR;1
76;30;30349;30349;2018;C105;0;X;X;0;X;0;PU;1
76;30;30350;30350_0102;2018;C101;1;X;0;X;X;0;PU;1
76;30;30350;30350_0102;2018;C104;1;X;0;0;X;0;PU;1
76;30;30350;30350_0102;2018;C104;1;X;0;1;X;0;PR;1
76;30;30350;30350_0101;2018;C201;1;0;X;X;X;0;PU;1
76;30;30350;30350_0102;2018;C301;1;1;X;X;0;0;PU;1
76;30;30350;30350_0102;2018;C305;1;1;X;X;X;X;PU;1
76;30;30350;30350_0101;2018;C402;X;X;X;X;X;X;PU;1
76;30;30351;30351_0102;2018;C101;0;X;0;X;X;0;PU;1
76;30;30351;30351_0102;2018;C101;1;X;0;X;X;0;PU;1
76;30;30351;30351_0104;2018;C101;1;X;0;X;X;0;PU;1
76;30;30351;30351_0101;2018;C104;1;X;0;0;X;0;PU;1
76;30;30351;30351_0101;2018;C104;1;X;0;1;X;0;PR;1
76;30;30351;30351_0102;2018;C104;1;X;0;0;X;0;PU;1
76;30;30351;30351_0102;2018;C104;1;X;0;1;X;0;PR;1
76;30;30351;30351_0102;2018;C201;1;0;X;X;X;0;PR;1
76;30;30351;30351_0104;2018;C201;1;0;X;X;X;0;PU;1
76;30;30351;30351_0103;2018;C301;1;0;X;X;0;0;PU;1
76;30;30352;30352;2018;C104;0;X;0;1;X;0;PU;1
76;30;30354;30354;2018;C105;0;X;X;0;X;0;PU;1
76;30;30355;30355;2018;C104;0;X;0;1;X;0;PU;1
76;30;30356;30356;2018;C101;0;X;0;X;X;0;PU;1
76;30;30356;30356;2018;C104;0;X;0;0;X;0;PU;1
76;30;30356;30356;2018;C303;X;1;X;X;0;X;PU;1
76;30;30356;30356;2018;C603;X;X;X;X;X;X;PU;1
76;30;30356;30356;2018;C605;X;1;X;X;X;X;PU;1
76;31;31001;31001;2018;C104;0;X;0;0;X;0;PU;1
76;31;31003;31003;2018;C101;0;X;0;X;X;0;PU;1
76;31;31003;31003;2018;C104;0;X;0;0;X;0;PU;1
76;31;31004;31004;2018;C104;1;X;0;1;X;0;PU;1
76;31;31004;31004;2018;C201;1;0;X;X;X;0;PU;1
76;31;31005;31005;2018;C102;0;X;X;X;X;0;PU;1
76;31;31008;31008;2018;C105;0;X;X;0;X;0;PU;1
76;31;31011;31011;2018;C105;0;X;X;0;X;0;PU;1
76;31;31013;31013;2018;C105;1;X;X;1;X;0;PU;1
76;31;31020;31020;2018;C104;1;X;0;1;X;0;PU;1
76;31;31020;31020;2018;C201;1;0;X;X;X;0;PU;1
76;31;31022;31022_0101;2018;C101;1;X;0;X;X;0;PU;1
76;31;31022;31022_0102;2018;C101;1;X;0;X;X;0;PU;1
76;31;31022;31022_0101;2018;C104;1;X;0;0;X;0;PU;1
76;31;31022;31022_0102;2018;C104;1;X;0;0;X;0;PU;1
76;31;31022;31022_0102;2018;C201;1;0;X;X;X;0;PU;1
76;31;31023;31023;2018;C102;0;X;X;X;X;0;PU;1
76;31;31024;31024;2018;C104;1;X;0;1;X;0;PU;1
76;31;31025;31025;2018;C105;1;X;X;0;X;0;PU;1
76;31;31026;31026;2018;C104;1;X;1;1;X;0;PU;1
76;31;31028;31028;2018;C101;1;X;0;X;X;0;PU;1
76;31;31028;31028;2018;C104;0;X;0;0;X;0;PU;1
76;31;31028;31028;2018;C201;1;0;X;X;X;0;PU;1
76;31;31032;31032;2018;C104;0;X;0;1;X;0;PU;1
76;31;31032;31032;2018;C104;1;X;0;1;X;0;PU;1
76;31;31032;31032;2018;C201;1;0;X;X;X;0;PU;1
76;31;31033;31033_0101;2018;C101;1;X;0;X;X;0;PU;1
76;31;31033;31033_0103;2018;C101;1;X;0;X;X;0;PU;1
76;31;31033;31033_0101;2018;C104;1;X;0;0;X;0;PU;1
76;31;31033;31033_0101;2018;C104;1;X;0;1;X;0;PR;1
76;31;31033;31033_0102;2018;C104;0;X;0;1;X;0;PU;1
76;31;31033;31033_0103;2018;C104;1;X;0;0;X;0;PU;1
76;31;31033;31033_0101;2018;C201;1;0;X;X;X;0;PU;1
76;31;31033;31033_0103;2018;C603;X;X;X;X;X;X;PU;1
76;31;31035;31035;2018;C101;1;X;0;X;X;0;PU;1
76;31;31035;31035;2018;C104;0;X;0;1;X;0;PU;1
76;31;31035;31035;2018;C104;1;X;0;0;X;0;PU;1
76;31;31035;31035;2018;C401;X;X;X;X;X;X;PR;1
76;31;31036;31036;2018;C101;1;X;0;X;X;0;PU;1
76;31;31036;31036;2018;C104;1;X;0;0;X;0;PU;1
76;31;31037;31037;2018;C104;1;X;0;1;X;0;PU;1
76;31;31038;31038;2018;C104;0;X;0;1;X;0;PU;1
76;31;31042;31042;2018;C101;0;X;0;X;X;0;PU;1
76;31;31042;31042;2018;C104;1;X;0;0;X;0;PU;1
76;31;31042;31042;2018;C201;1;1;X;X;X;0;PU;1
76;31;31042;31042;2018;C301;1;1;X;X;0;0;PU;1
76;31;31044;31044_0102;2018;C101;1;X;0;X;X;0;PU;1
76;31;31044;31044_0105;2018;C101;1;X;0;X;X;0;PU;1
76;31;31044;31044_0106;2018;C101;1;X;0;X;X;0;PU;1
76;31;31044;31044_0103;2018;C104;1;X;0;0;X;0;PU;1
76;31;31044;31044_0104;2018;C104;0;X;0;1;X;0;PU;1
76;31;31044;31044_0105;2018;C104;1;X;0;0;X;0;PU;1
76;31;31044;31044_0106;2018;C104;1;X;0;0;X;0;PU;1
76;31;31044;31044_0101;2018;C201;1;0;X;X;X;0;PU;1
76;31;31044;31044_0102;2018;C401;X;X;X;X;X;X;PR;1
76;31;31044;31044_0108;2018;C403;X;X;X;X;X;X;PR;1
76;31;31044;31044_0107;2018;C601;X;X;X;X;X;X;PR;1
76;31;31044;31044_0107;2018;C609;X;X;X;X;X;X;PR;1
76;31;31044;31044_0108;2018;C701;X;X;X;X;X;X;PU;1
76;31;31045;31045;2018;C105;0;X;X;0;X;0;PU;1
76;31;31048;31048;2018;C101;1;X;0;X;X;0;PU;1
76;31;31048;31048;2018;C104;1;X;0;0;X;0;PU;1
76;31;31049;31049;2018;C105;0;X;X;0;X;0;PU;1
76;31;31050;31050;2018;C104;0;X;0;1;X;0;PU;1
76;31;31052;31052;2018;C104;1;X;0;1;X;0;PU;1
76;31;31053;31053;2018;C101;0;X;0;X;X;0;PU;1
76;31;31053;31053;2018;C104;1;X;0;0;X;0;PU;1
76;31;31056;31056_0101;2018;C101;1;X;0;X;X;0;PU;1
76;31;31056;31056_0102;2018;C101;0;X;0;X;X;0;PU;1
76;31;31056;31056_0102;2018;C104;1;X;0;0;X;0;PU;1
76;31;31056;31056_0101;2018;C601;X;X;X;X;X;X;PR;1
76;31;31057;31057;2018;C104;1;X;0;1;X;0;PU;1
76;31;31065;31065;2018;C101;0;X;0;X;X;0;PU;1
76;31;31065;31065;2018;C104;1;X;0;0;X;0;PU;1
76;31;31066;31066;2018;C101;1;X;0;X;X;0;PU;1
76;31;31066;31066;2018;C104;1;X;0;0;X;0;PU;1
76;31;31066;31066;2018;C104;1;X;0;1;X;0;PR;1
76;31;31066;31066;2018;C201;1;0;X;X;X;0;PU;1
76;31;31066;31066;2018;C601;X;X;X;X;X;X;PR;1
76;31;31069;31069_0101;2018;C101;0;X;0;X;X;0;PU;1
76;31;31069;31069_0102;2018;C101;1;X;0;X;X;0;PU;1
76;31;31069;31069_0104;2018;C101;1;X;0;X;X;0;PU;2
76;31;31069;31069_0109;2018;C101;1;X;0;X;X;0;PU;1
76;31;31069;31069_0102;2018;C104;;X;0;1;X;0;PU;1
76;31;31069;31069_0103;2018;C104;1;X;0;0;X;0;PU;1
76;31;31069;31069_0104;2018;C104;0;X;0;0;X;0;PU;1
76;31;31069;31069_0106;2018;C104;1;X;0;1;X;0;PU;1
76;31;31069;31069_0107;2018;C104;0;X;0;1;X;0;PU;1
76;31;31069;31069_0109;2018;C104;1;X;0;0;X;0;PU;1
76;31;31069;31069_0111;2018;C104;1;X;0;0;X;0;PR;1
76;31;31069;31069_0102;2018;C201;1;0;X;X;X;0;PU;1
76;31;31069;31069_0105;2018;C201;1;0;X;X;X;0;PU;1
76;31;31069;31069_0111;2018;C201;1;0;X;X;X;0;PR;1
76;31;31069;31069_0107;2018;C301;0;0;X;X;0;0;PR;1
76;31;31069;31069_0109;2018;C301;0;0;X;X;0;0;PR;1
76;31;31069;31069_0111;2018;C301;1;0;X;X;0;0;PR;1
76;31;31069;31069_0111;2018;C301;1;1;X;X;0;0;PU;1
76;31;31069;31069_0111;2018;C305;1;0;X;X;X;X;PU;1
76;31;31069;31069_0105;2018;C403;X;X;X;X;X;X;PR;4
76;31;31069;31069_0105;2018;C409;X;X;X;X;X;X;PR;1
76;31;31069;31069_0104;2018;C502;X;X;X;X;X;X;PU;1
76;31;31069;31069_0104;2018;C601;X;X;X;X;X;X;PR;1
76;31;31069;31069_0105;2018;C601;X;X;X;X;X;X;PR;1
76;31;31069;31069_0105;2018;C701;X;X;X;X;X;X;PU;1
76;31;31070;31070;2018;C104;1;X;0;1;X;0;PU;1
76;31;31073;31073;2018;C102;1;X;X;X;X;0;PU;1
76;31;31075;31075;2018;C104;1;X;0;1;X;0;PU;1
76;31;31076;31076;2018;C105;0;X;X;0;X;0;PU;1
76;31;31077;31077;2018;C104;0;X;0;1;X;0;PU;1
76;31;31079;31079;2018;C101;1;X;0;X;X;0;PU;1
76;31;31079;31079;2018;C104;1;X;0;0;X;0;PU;1
76;31;31080;31080;2018;C101;1;X;0;X;X;0;PU;1
76;31;31080;31080;2018;C104;1;X;0;0;X;0;PU;1
76;31;31080;31080;2018;C201;1;1;X;X;X;0;PU;1
76;31;31082;31082;2018;C105;0;X;X;1;X;0;PU;1
76;31;31084;31084;2018;C102;0;X;X;X;X;0;PU;1
76;31;31084;31084;2018;C105;0;X;X;0;X;0;PU;1
76;31;31087;31087;2018;C105;0;X;X;0;X;0;PU;1
76;31;31088;31088;2018;C101;1;X;0;X;X;0;PU;1
76;31;31088;31088;2018;C104;1;X;0;0;X;0;PU;1
76;31;31089;31089;2018;C105;0;X;X;0;X;0;PU;1
76;31;31090;31090;2018;C105;1;X;X;0;X;0;PU;1
76;31;31091;31091;2018;C101;1;X;0;X;X;0;PU;1
76;31;31091;31091;2018;C104;1;X;0;0;X;0;PU;1
